"","year","da","NUM_COLLISIONS","temp","dewp","slp","visib","wdsp","mxpsd","gust","max","min","prcp","sndp","fog","rain_drizzle","snow_ice_pellets","hail","thunder","tornado_funnel_cloud","Apr","Aug","Dec","Feb","Jan","Jul","Jun","Mar","May","Nov","Oct","Sep","Mon","Sat","Sun","Thu","Tue","Wed"
"127",2015,23,598,31.6,20.4,1022.8,10,10.4,15.9,999.9,39,27,0.09,999.9,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
"128",2013,14,542,47.2,47.1,1017.5,1.3,8.2,15.9,21,51.8,44.6,0,999.9,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"129",2014,30,657,22,5.8,1027.2,10,8.1,15.9,24.1,27,12.9,0.01,999.9,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
"130",2021,21,251,30.9,20.6,1010.2,10,10.4,17.1,22.9,41,19.9,0,999.9,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
"131",2019,17,586,29.4,15,1024.6,10,11.2,17.1,25.1,43,19,0,999.9,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
"132",2018,25,602,28,12.4,1021.1,10,13.2,17.1,24.1,44.1,23,0,999.9,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
"133",2016,31,532,45,39,1014.8,8.6,12.5,17.1,24.1,50,34,0,999.9,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
"134",2020,28,404,39.4,28.8,1005.1,10,9.8,17.1,21,45,36,0,999.9,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
"135",2022,26,265,31.3,15.1,1021.4,10,13,17.1,22.9,48.9,26.1,0,999.9,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
"136",2017,21,475,42.3,37.5,1011.3,6.7,7.5,17.1,20,46,37,0,999.9,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"137",2021,7,285,36.5,26.1,1012.8,10,11.9,17.1,22,41,33.1,0,999.9,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
"138",2018,14,494,27,21.7,1028.8,10,14.5,17.1,25.1,30.9,24.8,0.01,999.9,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
"139",2020,29,495,35.3,22.5,1013.1,10,12.9,17.1,22.9,43,30,0,999.9,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
"140",2019,27,445,35.1,28.2,1021.8,9.9,7.8,17.1,999.9,44.1,21,0,999.9,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
"141",2021,20,253,34.7,25.5,1013,9.5,9.2,17.1,21,41,28.9,0.01,999.9,1,0,0,0,1000,1000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
"142",2015,3,456,34.5,19.8,1033.9,9.5,11.1,17.1,26,45,30,0,999.9,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"143",2016,26,734,42.2,36.4,1021.5,9.1,11.1,17.1,999.9,48.2,28.9,0,999.9,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
"144",2016,1,393,41.2,28,1015.1,9.8,10.2,17.1,24.1,44.1,37.4,0.43,999.9,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
"145",2022,27,270,25.5,12.9,1029.6,10,9.8,17.1,25.1,34,21.9,0,999.9,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
"146",2013,8,513,39.8,34.1,1028.8,9.8,10.4,17.1,25.1,48,25,0,999.9,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
"147",2014,27,511,38.8,32.3,1008,8.8,12.3,17.1,22.9,45,21,0,999.9,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"148",2020,10,522,39.7,32.2,1036.6,9.3,11.3,17.1,24.1,50,21,0,999.9,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
"149",2015,10,481,26.9,10,1025,10,10.2,17.1,22,30,21.9,0,999.9,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"150",2013,7,521,35.9,31,1020.5,8.8,8.5,17.1,22,42.1,28,0.01,999.9,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"151",2015,15,548,35.8,33.6,1015.5,2.8,14.1,17.1,24.1,37.9,28,0.03,999.9,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
"152",2016,6,625,33.5,19.3,1033.1,10,8.3,17.1,999.9,45,21,0,999.9,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
"153",2022,6,232,45.9,37.8,1008.6,8.2,10.8,17.1,24.1,53.1,37,0.68,999.9,1,0,0,0,0,10000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
"154",2020,18,774,23.5,14.3,1032.4,9.6,8.4,17.1,29.9,33.1,19,0,999.9,1,0,0,0,1000,1000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"155",2014,28,504,22.2,-1.3,1020.6,10,10.7,17.1,25.1,45,17.1,0,999.9,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
"156",2014,8,616,18.2,5,1028.1,10,12,17.1,26,34,12,0,999.9,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
"157",2022,16,266,25.2,14.5,1027.2,10,9,17.1,22,35.1,15.1,0,999.9,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
"158",2019,4,598,39,30.2,1014.4,9.8,9.9,18.1,26,46.9,30.9,0.01,999.9,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
"159",2021,9,244,32.9,26.8,1008,9.7,11.8,18.1,26,37,24.1,0,999.9,1,0,0,0,1000,1000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"160",2014,5,320,37.8,33.5,1026,9,8.6,18.1,25.1,42.1,27,0,999.9,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
"161",2019,11,644,28.6,13.4,1013.9,10,14.2,18.1,26,37,26.1,0,999.9,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
"162",2022,23,227,33.6,22.7,1014.2,10,10.8,18.1,21,39.9,25,0,999.9,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
"163",2018,28,412,43.4,43.2,1025.3,4.4,9.5,18.1,999.9,46,28.9,0.01,999.9,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
"164",2017,26,563,44.3,39.9,997.4,9,9.7,18.1,24.1,50,37.9,0.02,999.9,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
"165",2017,1,485,44.4,33.6,1017.4,9,13.4,18.1,27,48,39,0.03,999.9,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
"166",2018,27,510,36.8,30.7,1034.3,10,12.2,18.1,24.1,46,17.1,0,999.9,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"167",2020,27,452,40.1,33.8,1004.3,10,10.5,18.1,24.1,51.1,36,0.01,999.9,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"168",2022,19,252,35.5,20.7,1020.2,9.6,11.4,18.1,27,48.9,18,0,999.9,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
"169",2021,10,177,35.6,29.2,1016.4,9.3,13.8,18.1,22.9,39,27,0,999.9,1,0,0,0,1000,1000,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
"170",2018,31,596,25,14.8,1019.2,10,13.1,18.1,25.1,37,19.9,0.18,999.9,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
"171",2013,3,549,21.8,7.8,1018.1,10,9.8,18.1,24.1,28.9,16,0,999.9,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
"172",2018,1,453,9.5,-0.5,1022.2,10,15,18.1,25.1,21,5,0,999.9,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"173",2017,14,495,29.8,13.4,1035.9,10,10.2,18.1,25.1,50,25,0,999.9,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"174",2017,9,669,18.3,5.7,1035.5,10,11,18.1,22.9,28,15.1,0,999.9,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"175",2016,2,422,37.7,22.9,1014.3,10,12.5,19,25.1,44.1,34,0.03,999.9,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"176",2019,28,565,35.7,27.3,1016,9.8,11.3,19,26,44.1,28.9,0,999.9,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"177",2017,31,571,28.1,14.6,1013.1,8.2,9.8,19,28,39.9,21.9,0,999.9,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
"178",2019,8,571,36.3,30.8,1025.7,6.7,9.3,19,999.9,46.9,21.9,0,999.9,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
"179",2013,30,497,45.1,44,1013.9,4.4,12.4,19,25.1,48.2,37,0.03,999.9,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
"180",2015,2,442,40.4,21.5,1018.3,10,13.1,19,31.1,45,28,0,999.9,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
"181",2018,12,704,43.7,43.7,1021.7,5.6,13.4,19,27,48,30.9,0,999.9,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
"182",2019,16,579,31.3,23.1,1017.3,9.8,9.1,19,26,43,19,0,999.9,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
"183",2018,7,475,9.3,-0.5,1028.3,10,12.7,19,27,19.9,1.9,0,999.9,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
"184",2019,12,520,23.1,3.7,1029,10,12.9,19,28,32,18,0,999.9,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"185",2014,18,448,38.8,35.8,1009.2,8.7,7.9,19,28,44.1,28,0,999.9,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"186",2017,18,549,41.6,38.5,1015.9,4.5,13.8,19,24.1,44.1,36,0.26,999.9,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
"187",2014,23,612,16.5,5.1,1014.4,9.7,11.1,19,24.1,28.9,9,0,999.9,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
"188",2017,15,490,33.6,24.8,1025.3,9,10.8,19,22.9,36,25,0.01,999.9,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
"189",2017,12,646,47.8,45.5,1021.7,5.4,12.6,19,24.1,53.1,42.1,0.42,999.9,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
"190",2018,16,617,32.3,28.9,1032,8.2,8.8,19,26,37.9,28,0,999.9,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
"191",2019,3,504,39.4,32.9,1015.6,9.5,9.2,19,24.1,46.9,28,0,999.9,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
"192",2019,10,580,34.9,21.2,998.6,9.7,14.7,19,32.1,46.9,32,0.01,999.9,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
"193",2017,10,597,35.6,26.3,1037.4,10,13.6,20,999.9,42.1,15.1,0,999.9,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
"194",2013,21,355,31.2,16,1015.5,9.2,10.1,20,26,45,27,0,999.9,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"195",2013,5,389,37.3,24.5,1017.3,10,13.2,20,28,42.1,30.9,0,999.9,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"196",2018,2,654,14.7,2,1024.9,10,12.9,20,31.1,18,5,0,999.9,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
"197",2016,14,597,28.9,14.7,1013.1,8.1,11.4,20,27,37.9,27,0.01,999.9,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
"198",2016,8,602,41.3,33.1,1022.3,9.9,11.8,20,28,48,30.9,0,999.9,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
"199",2014,6,518,46.3,45.1,1007,2.5,14.8,20,26,52,41,0.04,999.9,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"200",2016,21,666,30.9,10.8,1015.8,10,14.5,20,27,37,25,0,999.9,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
"201",2015,20,500,35.7,23.4,1009.5,10,13.1,20,26,44.1,33.1,0.03,999.9,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
"202",2013,22,544,26.3,18.1,1011.1,6.5,10.8,20,26,32,19.9,0.14,999.9,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
"203",2018,24,615,41.1,36.1,1008.5,8.8,13.9,20,28.9,51.1,34,0.68,999.9,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
"204",2018,15,523,31.6,24.5,1034.9,9.1,15.4,20,25.1,37.9,25,0,999.9,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"205",2019,6,376,39.7,34,1007.1,9.6,13.1,20,28.9,46.9,34,0.86,999.9,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
"206",2013,20,393,46.3,41.2,1010,7,14.9,20,26,50,43,0,999.9,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
"207",2013,10,555,43.5,30.4,1024,9.9,14.7,21,32.1,48,36,0,999.9,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
"208",2015,17,495,20.2,1.9,1023.6,10,13.3,21,31.1,39.9,15.1,0,999.9,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"209",2015,8,573,13.1,-2.4,1022.7,9.9,14.8,21,29.9,27,6.1,0,999.9,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
"210",2018,26,677,25.3,7,1035,10,14.4,21,31.1,32,21,0,999.9,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
"211",2013,16,578,41.6,40,1018.3,7,8.8,21,27,45,39.2,0.35,999.9,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
"212",2017,13,604,46.8,37.5,1022.8,7.2,12.6,21,25.1,50,37.9,0.39,999.9,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
"213",2014,1,399,28.2,10.4,1025.6,10,11.3,21,28.9,32,25,0,999.9,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
"214",2017,4,590,46.5,43.7,996.4,6.2,13.6,21,28,53.1,42.1,0.87,999.9,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
"215",2019,21,412,13.7,6.3,1003.4,7,17,21,33,28.9,6.1,1.5,999.9,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"216",2015,6,777,20.8,5.2,1025.2,8.8,10.3,21,31.1,28,19,0,999.9,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
"217",2013,23,545,16.2,-1.1,1018.6,10,15.6,21,28.9,21.9,12.9,0.01,999.9,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
"218",2014,4,418,18.8,10.9,1030.5,9.3,12.1,21,26,35.1,8.1,0.01,999.9,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"219",2013,1,381,38,25.6,1008.8,10,15,21,28,41,33.1,0,999.9,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
"220",2019,5,455,43.8,42.4,1005.8,5,11.8,21,31.1,46.9,30.9,0.25,999.9,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"221",2018,9,684,38.3,32.3,1016.8,9.3,14.6,21,28,43,30.9,0.01,999.9,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
"222",2017,3,659,44.3,40.7,1020.7,5.4,15.2,21,31.1,48.9,42.1,0.11,999.9,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
"223",2013,25,674,19,3.3,1023.1,10,13.6,21,32.1,26.1,14,0,999.9,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
"224",2019,14,703,32.8,22.5,1021.6,10,15.3,21,26,35.1,19.9,0,999.9,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"225",2019,7,584,27.4,11.7,1024.8,10,17.4,22,31.1,45,21.9,0,999.9,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"226",2019,9,514,44.4,39.6,997.6,5.6,13.4,22,34,46.9,28.9,0.12,999.9,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
"227",2013,4,505,32.2,21.1,1015.2,10,11.3,22,29.9,41,24.1,0,999.9,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
"228",2015,25,406,36.5,26.7,1000.4,9.4,16,22,32.1,45,33.1,0.9,999.9,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
"229",2014,21,1161,29.2,17.5,1012.1,8.5,12.6,22,28.9,46.9,23,0,999.9,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
"230",2016,22,702,28,11.8,1020.4,10,13.1,22,29.9,35.1,21.9,0,999.9,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
"231",2013,27,429,21.7,4.7,1025.6,10,16.3,22.9,35,28.9,17.1,0,999.9,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
"232",2021,2,220,47.4,42.5,1012.7,7.4,15.4,22.9,34,53.1,33.1,0.56,999.9,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"233",2016,3,432,44.4,29.4,1010.4,10,15.5,22.9,33,52,34,0,999.9,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
"234",2013,24,554,14.3,-1.9,1018.7,10,15.5,22.9,29.9,19.9,10,0,999.9,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
"235",2014,26,465,26.8,15.4,1004.7,9.4,17.8,22.9,29.9,41,21,0.03,999.9,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
"236",2022,5,306,45.9,38.5,1020,9.7,17,22.9,32.1,53.1,25,0,999.9,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
"237",2014,11,465,44.8,43,1019,4.4,13.4,22.9,32.1,51.8,37.9,0,999.9,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"238",2015,4,381,48.6,46.9,1015.4,1.9,15.5,22.9,28.9,54,30,0.21,999.9,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
"239",2017,5,552,36.4,19.7,1007.8,10,15.4,22.9,33,48,32,0,999.9,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
"240",2015,13,613,32.6,25.6,1028.5,8.4,16.3,22.9,28.9,52,26.1,0.82,999.9,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
"241",2021,16,265,45.4,42.1,1007.5,7.3,14.6,24.1,32.1,53.1,34,0.08,999.9,1,0,0,0,0,10000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"242",2015,1,395,31.8,15.1,1018.6,9.9,13.6,24.1,33,39.9,21.9,0,999.9,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
"243",2022,11,255,22.2,5,1024.4,10,16.4,24.1,35.9,28.9,16,0.02,999.9,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
"244",2013,18,561,28.1,16.6,1023.2,7.5,15,24.1,32.1,39.9,15.1,0.01,999.9,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
"245",2014,20,360,41,27.9,1003.2,10,16.8,24.1,35,46.9,34,0,999.9,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"246",2017,25,576,41.1,35.1,995.2,8.5,17.4,24.1,33,55,37.9,0.4,999.9,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
"247",2016,11,680,43.2,30.5,1005.5,8.4,17.5,24.1,31.1,57.9,35.1,2.17,999.9,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"248",2016,4,601,38.2,27.4,1011.5,10,13.5,24.1,31.1,52,34,0,999.9,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"249",2020,8,454,37.2,31.1,1009.8,8.4,14.1,24.1,35,43,33.1,0.49,999.9,1,1,0,0,0,11000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
"250",2013,19,484,35.9,26.6,1026.4,9.2,15.3,24.1,32.1,46.9,16,0,999.9,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"251",2015,26,484,31.2,20.9,1015.7,6.7,12.7,24.1,31.1,43,26.1,0,999.9,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"252",2018,20,530,38.1,32.5,1010.9,10,14.3,25.1,34,46.9,24.1,0,999.9,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"253",2015,16,563,34.5,23.4,1008.6,10,14.9,25.1,34,39.9,28.9,0.02,999.9,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
"254",2015,18,961,40,32.8,1021.4,9.2,13.4,25.1,31.1,50,14,0,999.9,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
"255",2022,12,248,30,18.8,1025.9,9.4,13.9,25.1,29.9,45,10.9,0,999.9,1,0,0,0,1000,1000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
"256",2022,3,205,39.7,32.8,1015.6,8.1,15.9,25.1,31.1,55,33.1,0.29,999.9,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"257",2021,24,212,24.7,7.5,1012.9,10,19.8,25.1,35,35.1,19.9,0,999.9,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
"258",2022,9,232,41.5,32.3,1027.7,9.6,15.6,25.1,34,52,18,0,999.9,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
"259",2014,2,603,31.1,22.4,1020.8,5.8,10.9,25.1,34,35.6,26.1,0,999.9,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
"260",2015,19,496,41.7,36,1005,8.2,13.5,25.1,46,50,30.9,0.26,999.9,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"261",2015,24,428,38.5,34.8,1003.3,6.7,12.4,25.1,33,45,27,0.23,999.9,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"262",2017,28,501,38.7,23.1,1000.8,10,18.3,25.1,33,45,36,0,999.9,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"263",2022,30,223,20.8,9.5,1008,8.7,16.5,25.1,39,26.1,17.1,0.41,999.9,1,0,0,0,1000,1000,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
"264",2018,8,720,35,28,1023.6,9.9,18.3,26,33,42.1,21.9,0,999.9,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"265",2017,23,667,40.9,34.4,1011.4,8.8,18.6,26,38.1,44.1,37.4,0,999.9,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"266",2019,25,666,37,28.5,1010.5,8.9,14,26,35,52,30,0.28,999.9,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
"267",2015,7,538,22.6,10.2,1011.8,9.4,12.1,26,35.9,27,17.1,0,999.9,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
"268",2018,29,531,40.3,37.7,1021.4,6.9,12.1,26,34,46,37,0.2,999.9,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"269",2018,23,531,45.3,45.3,1012.9,4.4,16.2,26,35.9,51.1,27,0,999.9,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
